Dataset,#TrainRelease,Classifier,FeatSel,Sampling,CostSens,TP,FP,FN,TN,Precision,Recall,AUC,Kappa
BOOKKEEPER,22,random forest,no selection,smote,sensitive threshold,1334,132,4,92,0.411,0.958,0.934,0.535
BOOKKEEPER,22,naive bayes,no selection,smote,sensitive threshold,1329,137,43,53,0.279,0.552,0.729,0.315
BOOKKEEPER,22,ibk,no selection,smote,sensitive threshold,1416,50,36,60,0.545,0.625,0.795,0.553
BOOKKEEPER,1,random forest,no selection,smote,sensitive learning,780,25,1,83,0.769,0.988,0.999,0.848
BOOKKEEPER,1,naive bayes,no selection,smote,sensitive learning,700,105,17,67,0.390,0.798,0.899,0.454
BOOKKEEPER,1,ibk,no selection,smote,sensitive learning,804,1,1,83,0.988,0.988,0.996,0.987
BOOKKEEPER,2,random forest,no selection,smote,sensitive learning,819,21,31,99,0.825,0.762,0.953,0.761
BOOKKEEPER,2,naive bayes,no selection,smote,sensitive learning,770,70,63,67,0.489,0.515,0.787,0.422
BOOKKEEPER,2,ibk,no selection,smote,sensitive learning,830,10,40,90,0.900,0.692,0.876,0.754
BOOKKEEPER,3,random forest,no selection,smote,sensitive learning,823,15,14,118,0.887,0.894,0.996,0.873
BOOKKEEPER,3,naive bayes,no selection,smote,sensitive learning,776,62,62,70,0.530,0.530,0.868,0.456
BOOKKEEPER,3,ibk,no selection,smote,sensitive learning,838,0,42,90,1.000,0.682,0.882,0.787
BOOKKEEPER,4,random forest,no selection,smote,sensitive learning,826,29,26,144,0.832,0.847,0.985,0.807
BOOKKEEPER,4,naive bayes,no selection,smote,sensitive learning,759,96,73,97,0.503,0.571,0.898,0.435
BOOKKEEPER,4,ibk,no selection,smote,sensitive learning,844,11,50,120,0.916,0.706,0.885,0.763
BOOKKEEPER,5,random forest,no selection,smote,sensitive learning,829,26,9,166,0.865,0.949,0.995,0.884
BOOKKEEPER,5,naive bayes,no selection,smote,sensitive learning,760,95,75,100,0.513,0.571,0.892,0.440
BOOKKEEPER,5,ibk,no selection,smote,sensitive learning,844,11,43,132,0.923,0.754,0.902,0.800
BOOKKEEPER,6,random forest,no selection,smote,sensitive learning,841,113,3,97,0.462,0.970,0.946,0.571
BOOKKEEPER,6,naive bayes,no selection,smote,sensitive learning,815,139,39,61,0.305,0.610,0.870,0.321
BOOKKEEPER,6,ibk,no selection,smote,sensitive learning,882,72,22,78,0.520,0.780,0.894,0.576
BOOKKEEPER,7,random forest,no selection,smote,sensitive learning,895,166,14,35,0.174,0.714,0.914,0.225
BOOKKEEPER,7,naive bayes,no selection,smote,sensitive learning,890,171,24,25,0.128,0.510,0.816,0.144
BOOKKEEPER,7,ibk,no selection,smote,sensitive learning,949,112,21,28,0.200,0.571,0.807,0.247
BOOKKEEPER,8,random forest,no selection,smote,sensitive learning,969,96,9,43,0.309,0.827,0.960,0.410
BOOKKEEPER,8,naive bayes,no selection,smote,sensitive learning,929,136,15,37,0.214,0.712,0.900,0.277
BOOKKEEPER,8,ibk,no selection,smote,sensitive learning,988,77,24,28,0.267,0.538,0.813,0.314
BOOKKEEPER,9,random forest,no selection,smote,sensitive learning,1176,98,12,37,0.274,0.755,0.946,0.368
BOOKKEEPER,9,naive bayes,no selection,smote,sensitive learning,1142,132,13,36,0.214,0.735,0.891,0.291
BOOKKEEPER,9,ibk,no selection,smote,sensitive learning,1194,80,18,31,0.279,0.633,0.843,0.354
BOOKKEEPER,10,random forest,no selection,smote,sensitive learning,1234,37,11,49,0.570,0.817,0.966,0.653
BOOKKEEPER,10,naive bayes,no selection,smote,sensitive learning,1142,129,19,41,0.241,0.683,0.899,0.311
BOOKKEEPER,10,ibk,no selection,smote,sensitive learning,1202,69,19,41,0.373,0.683,0.864,0.450
BOOKKEEPER,11,random forest,no selection,smote,sensitive learning,1230,77,18,49,0.389,0.731,0.957,0.474
BOOKKEEPER,11,naive bayes,no selection,smote,sensitive learning,1138,169,17,50,0.228,0.746,0.911,0.297
BOOKKEEPER,11,ibk,no selection,smote,sensitive learning,1255,52,29,38,0.422,0.567,0.839,0.454
BOOKKEEPER,12,random forest,no selection,smote,sensitive learning,1284,22,6,65,0.747,0.915,0.985,0.812
BOOKKEEPER,12,naive bayes,no selection,smote,sensitive learning,1165,141,21,50,0.262,0.704,0.913,0.331
BOOKKEEPER,12,ibk,no selection,smote,sensitive learning,1285,21,11,60,0.741,0.845,0.941,0.777
BOOKKEEPER,13,random forest,no selection,smote,sensitive learning,1289,9,14,66,0.880,0.825,0.989,0.843
BOOKKEEPER,13,naive bayes,no selection,smote,sensitive learning,1170,128,26,54,0.297,0.675,0.915,0.361
BOOKKEEPER,13,ibk,no selection,smote,sensitive learning,1273,25,24,56,0.691,0.700,0.892,0.677
BOOKKEEPER,14,random forest,no selection,smote,sensitive learning,1293,8,8,73,0.901,0.901,0.992,0.895
BOOKKEEPER,14,naive bayes,no selection,smote,sensitive learning,1178,123,27,54,0.305,0.667,0.914,0.368
BOOKKEEPER,14,ibk,no selection,smote,sensitive learning,1277,24,23,58,0.707,0.716,0.893,0.694
BOOKKEEPER,15,random forest,no selection,smote,sensitive learning,1298,24,8,73,0.753,0.901,0.989,0.808
BOOKKEEPER,15,naive bayes,no selection,smote,sensitive learning,1204,118,28,53,0.310,0.654,0.915,0.371
BOOKKEEPER,15,ibk,no selection,smote,sensitive learning,1287,35,22,59,0.628,0.728,0.897,0.653
BOOKKEEPER,16,random forest,no selection,smote,sensitive learning,1305,28,12,66,0.702,0.846,0.992,0.752
BOOKKEEPER,16,naive bayes,no selection,smote,sensitive learning,1212,121,27,51,0.297,0.654,0.919,0.359
BOOKKEEPER,16,ibk,no selection,smote,sensitive learning,1299,34,19,59,0.634,0.756,0.907,0.670
BOOKKEEPER,17,random forest,no selection,smote,sensitive learning,1330,14,5,67,0.827,0.931,0.998,0.869
BOOKKEEPER,17,naive bayes,no selection,smote,sensitive learning,1225,119,21,51,0.300,0.708,0.924,0.377
BOOKKEEPER,17,ibk,no selection,smote,sensitive learning,1324,20,12,60,0.750,0.833,0.938,0.778
BOOKKEEPER,18,random forest,no selection,smote,sensitive learning,1303,5,39,69,0.932,0.639,0.962,0.742
BOOKKEEPER,18,naive bayes,no selection,smote,sensitive learning,1201,107,46,62,0.367,0.574,0.890,0.391
BOOKKEEPER,18,ibk,no selection,smote,sensitive learning,1294,14,44,64,0.821,0.593,0.833,0.667
BOOKKEEPER,19,random forest,no selection,smote,sensitive learning,1322,38,32,73,0.658,0.695,0.965,0.650
BOOKKEEPER,19,naive bayes,no selection,smote,sensitive learning,1241,119,44,61,0.339,0.581,0.888,0.371
BOOKKEEPER,19,ibk,no selection,smote,sensitive learning,1324,36,47,58,0.617,0.552,0.817,0.553
BOOKKEEPER,20,random forest,no selection,smote,sensitive learning,1359,27,38,91,0.771,0.705,0.969,0.714
BOOKKEEPER,20,naive bayes,no selection,smote,sensitive learning,1272,114,59,70,0.380,0.543,0.880,0.386
BOOKKEEPER,20,ibk,no selection,smote,sensitive learning,1347,39,58,71,0.645,0.550,0.821,0.560
BOOKKEEPER,21,random forest,no selection,smote,sensitive learning,1369,85,18,86,0.503,0.827,0.966,0.592
BOOKKEEPER,21,naive bayes,no selection,smote,sensitive learning,1311,143,48,56,0.281,0.538,0.857,0.309
BOOKKEEPER,21,ibk,no selection,smote,sensitive learning,1385,69,47,57,0.452,0.548,0.800,0.456
BOOKKEEPER,22,random forest,no selection,smote,sensitive learning,1425,41,15,81,0.664,0.844,0.982,0.724
BOOKKEEPER,22,naive bayes,no selection,smote,sensitive learning,1329,137,43,53,0.279,0.552,0.871,0.315
BOOKKEEPER,22,ibk,no selection,smote,sensitive learning,1416,50,36,60,0.545,0.625,0.831,0.553
BOOKKEEPER,1,random forest,best first,no sampling,no cost sensitive,804,1,1,83,0.988,0.988,0.999,0.987
BOOKKEEPER,1,naive bayes,best first,no sampling,no cost sensitive,765,40,27,57,0.588,0.679,0.930,0.588
BOOKKEEPER,1,ibk,best first,no sampling,no cost sensitive,804,1,1,83,0.988,0.988,0.998,0.987
BOOKKEEPER,2,random forest,best first,no sampling,no cost sensitive,817,23,29,101,0.815,0.777,0.927,0.764
BOOKKEEPER,2,naive bayes,best first,no sampling,no cost sensitive,793,47,68,62,0.569,0.477,0.857,0.452
BOOKKEEPER,2,ibk,best first,no sampling,no cost sensitive,820,20,28,102,0.836,0.785,0.944,0.781
BOOKKEEPER,3,random forest,best first,no sampling,no cost sensitive,828,10,14,118,0.922,0.894,0.994,0.893
BOOKKEEPER,3,naive bayes,best first,no sampling,no cost sensitive,792,46,69,63,0.578,0.477,0.862,0.456
BOOKKEEPER,3,ibk,best first,no sampling,no cost sensitive,828,10,13,119,0.922,0.902,0.994,0.898
BOOKKEEPER,4,random forest,best first,no sampling,no cost sensitive,833,22,47,123,0.848,0.724,0.959,0.741
BOOKKEEPER,4,naive bayes,best first,no sampling,no cost sensitive,799,56,83,87,0.608,0.512,0.882,0.477
BOOKKEEPER,4,ibk,best first,no sampling,no cost sensitive,834,21,30,140,0.870,0.824,0.971,0.816
BOOKKEEPER,5,random forest,best first,no sampling,no cost sensitive,833,22,21,154,0.875,0.880,0.990,0.852
BOOKKEEPER,5,naive bayes,best first,no sampling,no cost sensitive,799,56,84,91,0.619,0.520,0.885,0.485
BOOKKEEPER,5,ibk,best first,no sampling,no cost sensitive,834,21,21,154,0.880,0.880,0.986,0.855
BOOKKEEPER,6,random forest,best first,no sampling,no cost sensitive,853,101,10,90,0.471,0.900,0.924,0.564
BOOKKEEPER,6,naive bayes,best first,no sampling,no cost sensitive,861,93,46,54,0.367,0.540,0.881,0.366
BOOKKEEPER,6,ibk,best first,no sampling,no cost sensitive,853,101,13,87,0.463,0.870,0.916,0.548
BOOKKEEPER,7,random forest,best first,no sampling,no cost sensitive,908,153,11,38,0.199,0.776,0.908,0.265
BOOKKEEPER,7,naive bayes,best first,no sampling,no cost sensitive,924,137,26,23,0.144,0.469,0.800,0.164
BOOKKEEPER,7,ibk,best first,no sampling,no cost sensitive,929,132,12,37,0.219,0.755,0.897,0.291
BOOKKEEPER,8,random forest,best first,no sampling,no cost sensitive,972,93,19,33,0.262,0.635,0.916,0.326
BOOKKEEPER,8,naive bayes,best first,no sampling,no cost sensitive,949,116,21,31,0.211,0.596,0.873,0.261
BOOKKEEPER,8,ibk,best first,no sampling,no cost sensitive,985,80,18,34,0.298,0.654,0.919,0.369
BOOKKEEPER,9,random forest,best first,no sampling,no cost sensitive,1166,108,24,25,0.188,0.510,0.915,0.233
BOOKKEEPER,9,naive bayes,best first,no sampling,no cost sensitive,1168,106,18,31,0.226,0.633,0.911,0.295
BOOKKEEPER,9,ibk,best first,no sampling,no cost sensitive,1169,105,26,23,0.180,0.469,0.895,0.218
BOOKKEEPER,10,random forest,best first,no sampling,no cost sensitive,1250,21,22,38,0.644,0.633,0.948,0.622
BOOKKEEPER,10,naive bayes,best first,no sampling,no cost sensitive,1210,61,25,35,0.365,0.583,0.930,0.416
BOOKKEEPER,10,ibk,best first,no sampling,no cost sensitive,1189,82,24,36,0.305,0.600,0.924,0.367
BOOKKEEPER,11,random forest,best first,no sampling,no cost sensitive,1222,85,32,35,0.292,0.522,0.902,0.333
BOOKKEEPER,11,naive bayes,best first,no sampling,no cost sensitive,1180,127,20,47,0.270,0.701,0.910,0.344
BOOKKEEPER,11,ibk,best first,no sampling,no cost sensitive,1242,65,33,34,0.343,0.507,0.890,0.373
BOOKKEEPER,12,random forest,best first,no sampling,no cost sensitive,1291,15,12,59,0.797,0.831,0.985,0.803
BOOKKEEPER,12,naive bayes,best first,no sampling,no cost sensitive,1206,100,26,45,0.310,0.634,0.914,0.373
BOOKKEEPER,12,ibk,best first,no sampling,no cost sensitive,1295,11,16,55,0.833,0.775,0.983,0.793
BOOKKEEPER,13,random forest,best first,no sampling,no cost sensitive,1292,6,24,56,0.903,0.700,0.967,0.777
BOOKKEEPER,13,naive bayes,best first,no sampling,no cost sensitive,1196,102,29,51,0.333,0.638,0.912,0.391
BOOKKEEPER,13,ibk,best first,no sampling,no cost sensitive,1290,8,26,54,0.871,0.675,0.965,0.748
BOOKKEEPER,14,random forest,best first,no sampling,no cost sensitive,1296,5,20,61,0.924,0.753,0.990,0.820
BOOKKEEPER,14,naive bayes,best first,no sampling,no cost sensitive,1206,95,32,49,0.340,0.605,0.893,0.390
BOOKKEEPER,14,ibk,best first,no sampling,no cost sensitive,1298,3,20,61,0.953,0.753,0.987,0.833
BOOKKEEPER,15,random forest,best first,no sampling,no cost sensitive,1314,8,18,63,0.887,0.778,0.976,0.819
BOOKKEEPER,15,naive bayes,best first,no sampling,no cost sensitive,1225,97,28,53,0.353,0.654,0.908,0.415
BOOKKEEPER,15,ibk,best first,no sampling,no cost sensitive,1316,6,23,58,0.906,0.716,0.981,0.789
BOOKKEEPER,16,random forest,best first,no sampling,no cost sensitive,1330,3,6,72,0.960,0.923,0.999,0.938
BOOKKEEPER,16,naive bayes,best first,no sampling,no cost sensitive,1236,97,31,47,0.326,0.603,0.902,0.379
BOOKKEEPER,16,ibk,best first,no sampling,no cost sensitive,1328,5,8,70,0.933,0.897,0.994,0.910
BOOKKEEPER,17,random forest,best first,no sampling,no cost sensitive,1330,14,8,64,0.821,0.889,0.992,0.845
BOOKKEEPER,17,naive bayes,best first,no sampling,no cost sensitive,1244,100,23,49,0.329,0.681,0.925,0.402
BOOKKEEPER,17,ibk,best first,no sampling,no cost sensitive,1334,10,10,62,0.861,0.861,0.988,0.854
BOOKKEEPER,18,random forest,best first,no sampling,no cost sensitive,1306,2,40,68,0.971,0.630,0.894,0.749
BOOKKEEPER,18,naive bayes,best first,no sampling,no cost sensitive,1223,85,54,54,0.388,0.500,0.856,0.384
BOOKKEEPER,18,ibk,best first,no sampling,no cost sensitive,1305,3,41,67,0.957,0.620,0.967,0.737
BOOKKEEPER,19,random forest,best first,no sampling,no cost sensitive,1323,37,48,57,0.606,0.543,0.856,0.542
BOOKKEEPER,19,naive bayes,best first,no sampling,no cost sensitive,1279,81,49,56,0.409,0.533,0.908,0.415
BOOKKEEPER,19,ibk,best first,no sampling,no cost sensitive,1315,45,55,50,0.526,0.476,0.865,0.463
BOOKKEEPER,20,random forest,best first,no sampling,no cost sensitive,1370,16,52,77,0.828,0.597,0.966,0.670
BOOKKEEPER,20,naive bayes,best first,no sampling,no cost sensitive,1300,86,65,64,0.427,0.496,0.838,0.404
BOOKKEEPER,20,ibk,best first,no sampling,no cost sensitive,1364,22,46,83,0.790,0.643,0.954,0.685
BOOKKEEPER,21,random forest,best first,no sampling,no cost sensitive,1399,55,47,57,0.509,0.548,0.943,0.493
BOOKKEEPER,21,naive bayes,best first,no sampling,no cost sensitive,1351,103,53,51,0.331,0.490,0.866,0.343
BOOKKEEPER,21,ibk,best first,no sampling,no cost sensitive,1381,73,51,53,0.421,0.510,0.823,0.418
BOOKKEEPER,22,random forest,best first,no sampling,no cost sensitive,1459,7,8,88,0.926,0.917,0.984,0.916
BOOKKEEPER,22,naive bayes,best first,no sampling,no cost sensitive,1352,114,45,51,0.309,0.531,0.829,0.339
BOOKKEEPER,22,ibk,best first,no sampling,no cost sensitive,1458,8,9,87,0.916,0.906,0.989,0.905
BOOKKEEPER,1,random forest,best first,no sampling,sensitive threshold,762,43,0,84,0.661,1.000,0.973,0.770
BOOKKEEPER,1,naive bayes,best first,no sampling,sensitive threshold,723,82,19,65,0.442,0.774,0.836,0.503
BOOKKEEPER,1,ibk,best first,no sampling,sensitive threshold,804,1,1,83,0.988,0.988,0.993,0.987
BOOKKEEPER,2,random forest,best first,no sampling,sensitive threshold,789,51,21,109,0.681,0.838,0.889,0.709
BOOKKEEPER,2,naive bayes,best first,no sampling,sensitive threshold,754,86,64,66,0.434,0.508,0.703,0.378
BOOKKEEPER,2,ibk,best first,no sampling,sensitive threshold,799,41,24,106,0.721,0.815,0.883,0.726
BOOKKEEPER,3,random forest,best first,no sampling,sensitive threshold,786,52,3,129,0.713,0.977,0.958,0.791
BOOKKEEPER,3,naive bayes,best first,no sampling,sensitive threshold,751,87,64,68,0.439,0.515,0.706,0.383
BOOKKEEPER,3,ibk,best first,no sampling,sensitive threshold,796,42,3,129,0.754,0.977,0.964,0.825
BOOKKEEPER,4,random forest,best first,no sampling,sensitive threshold,798,57,10,160,0.737,0.941,0.937,0.787
BOOKKEEPER,4,naive bayes,best first,no sampling,sensitive threshold,738,117,76,94,0.445,0.553,0.708,0.379
BOOKKEEPER,4,ibk,best first,no sampling,sensitive threshold,810,45,22,148,0.767,0.871,0.909,0.776
BOOKKEEPER,5,random forest,best first,no sampling,sensitive threshold,788,67,3,172,0.720,0.983,0.952,0.790
BOOKKEEPER,5,naive bayes,best first,no sampling,sensitive threshold,737,118,75,100,0.459,0.571,0.717,0.395
BOOKKEEPER,5,ibk,best first,no sampling,sensitive threshold,799,56,5,170,0.752,0.971,0.953,0.812
BOOKKEEPER,6,random forest,best first,no sampling,sensitive threshold,792,162,4,96,0.372,0.960,0.895,0.463
BOOKKEEPER,6,naive bayes,best first,no sampling,sensitive threshold,792,162,39,61,0.274,0.610,0.720,0.284
BOOKKEEPER,6,ibk,best first,no sampling,sensitive threshold,806,148,6,94,0.388,0.940,0.892,0.480
BOOKKEEPER,7,random forest,best first,no sampling,sensitive threshold,800,261,2,47,0.153,0.959,0.857,0.203
BOOKKEEPER,7,naive bayes,best first,no sampling,sensitive threshold,842,219,24,25,0.102,0.510,0.652,0.105
BOOKKEEPER,7,ibk,best first,no sampling,sensitive threshold,832,229,4,45,0.164,0.918,0.851,0.220
BOOKKEEPER,8,random forest,best first,no sampling,sensitive threshold,823,242,4,48,0.166,0.923,0.848,0.219
BOOKKEEPER,8,naive bayes,best first,no sampling,sensitive threshold,916,149,20,32,0.177,0.615,0.738,0.218
BOOKKEEPER,8,ibk,best first,no sampling,sensitive threshold,893,172,10,42,0.196,0.808,0.823,0.260
BOOKKEEPER,9,random forest,best first,no sampling,sensitive threshold,1038,236,8,41,0.148,0.837,0.826,0.201
BOOKKEEPER,9,naive bayes,best first,no sampling,sensitive threshold,1122,152,13,36,0.191,0.735,0.808,0.260
BOOKKEEPER,9,ibk,best first,no sampling,sensitive threshold,1077,197,17,32,0.140,0.653,0.749,0.180
BOOKKEEPER,10,random forest,best first,no sampling,sensitive threshold,1126,145,6,54,0.271,0.900,0.893,0.374
BOOKKEEPER,10,naive bayes,best first,no sampling,sensitive threshold,1174,97,18,42,0.302,0.700,0.812,0.383
BOOKKEEPER,10,ibk,best first,no sampling,sensitive threshold,1155,116,16,44,0.275,0.733,0.821,0.358
BOOKKEEPER,11,random forest,best first,no sampling,sensitive threshold,1048,259,7,60,0.188,0.896,0.849,0.250
BOOKKEEPER,11,naive bayes,best first,no sampling,sensitive threshold,1109,198,14,53,0.211,0.791,0.820,0.278
BOOKKEEPER,11,ibk,best first,no sampling,sensitive threshold,1135,172,25,42,0.196,0.627,0.748,0.243
BOOKKEEPER,12,random forest,best first,no sampling,sensitive threshold,1125,181,2,69,0.276,0.972,0.917,0.380
BOOKKEEPER,12,naive bayes,best first,no sampling,sensitive threshold,1134,172,16,55,0.242,0.775,0.821,0.315
BOOKKEEPER,12,ibk,best first,no sampling,sensitive threshold,1189,117,5,66,0.361,0.930,0.920,0.481
BOOKKEEPER,13,random forest,best first,no sampling,sensitive threshold,1152,146,5,75,0.339,0.938,0.913,0.452
BOOKKEEPER,13,naive bayes,best first,no sampling,sensitive threshold,1141,157,22,58,0.270,0.725,0.802,0.337
BOOKKEEPER,13,ibk,best first,no sampling,sensitive threshold,1176,122,12,68,0.358,0.850,0.878,0.460
BOOKKEEPER,14,random forest,best first,no sampling,sensitive threshold,1250,51,7,74,0.592,0.914,0.937,0.697
BOOKKEEPER,14,naive bayes,best first,no sampling,sensitive threshold,1181,120,30,51,0.298,0.630,0.769,0.353
BOOKKEEPER,14,ibk,best first,no sampling,sensitive threshold,1259,42,10,71,0.628,0.877,0.922,0.712
BOOKKEEPER,15,random forest,best first,no sampling,sensitive threshold,1173,149,4,77,0.341,0.951,0.919,0.455
BOOKKEEPER,15,naive bayes,best first,no sampling,sensitive threshold,1188,134,25,56,0.295,0.691,0.795,0.362
BOOKKEEPER,15,ibk,best first,no sampling,sensitive threshold,1183,139,5,76,0.353,0.938,0.917,0.469
BOOKKEEPER,16,random forest,best first,no sampling,sensitive threshold,1263,70,0,78,0.527,1.000,0.974,0.666
BOOKKEEPER,16,naive bayes,best first,no sampling,sensitive threshold,1205,128,25,53,0.293,0.679,0.792,0.360
BOOKKEEPER,16,ibk,best first,no sampling,sensitive threshold,1286,47,4,74,0.612,0.949,0.957,0.725
BOOKKEEPER,17,random forest,best first,no sampling,sensitive threshold,1194,150,2,70,0.318,0.972,0.930,0.436
BOOKKEEPER,17,naive bayes,best first,no sampling,sensitive threshold,1219,125,21,51,0.290,0.708,0.808,0.365
BOOKKEEPER,17,ibk,best first,no sampling,sensitive threshold,1206,138,2,70,0.337,0.972,0.935,0.459
BOOKKEEPER,18,random forest,best first,no sampling,sensitive threshold,1263,45,33,75,0.625,0.694,0.830,0.628
BOOKKEEPER,18,naive bayes,best first,no sampling,sensitive threshold,1200,108,46,62,0.365,0.574,0.746,0.389
BOOKKEEPER,18,ibk,best first,no sampling,sensitive threshold,1271,37,39,69,0.651,0.639,0.805,0.616
BOOKKEEPER,19,random forest,best first,no sampling,sensitive threshold,1267,93,29,76,0.450,0.724,0.828,0.512
BOOKKEEPER,19,naive bayes,best first,no sampling,sensitive threshold,1255,105,47,58,0.356,0.552,0.738,0.379
BOOKKEEPER,19,ibk,best first,no sampling,sensitive threshold,1295,65,51,54,0.454,0.514,0.733,0.439
BOOKKEEPER,20,random forest,best first,no sampling,sensitive threshold,1241,145,11,118,0.449,0.915,0.905,0.551
BOOKKEEPER,20,naive bayes,best first,no sampling,sensitive threshold,1278,108,60,69,0.390,0.535,0.728,0.391
BOOKKEEPER,20,ibk,best first,no sampling,sensitive threshold,1327,59,32,97,0.622,0.752,0.855,0.648
BOOKKEEPER,21,random forest,best first,no sampling,sensitive threshold,1282,172,10,94,0.353,0.904,0.893,0.456
BOOKKEEPER,21,naive bayes,best first,no sampling,sensitive threshold,1326,128,49,55,0.301,0.529,0.720,0.326
BOOKKEEPER,21,ibk,best first,no sampling,sensitive threshold,1378,76,51,53,0.411,0.510,0.729,0.411
BOOKKEEPER,22,random forest,best first,no sampling,sensitive threshold,1339,127,3,93,0.423,0.969,0.941,0.550
BOOKKEEPER,22,naive bayes,best first,no sampling,sensitive threshold,1308,158,40,56,0.262,0.583,0.738,0.302
BOOKKEEPER,22,ibk,best first,no sampling,sensitive threshold,1422,44,4,92,0.676,0.958,0.964,0.777
BOOKKEEPER,1,random forest,best first,no sampling,sensitive learning,783,22,1,83,0.790,0.988,0.999,0.864
BOOKKEEPER,1,naive bayes,best first,no sampling,sensitive learning,723,82,19,65,0.442,0.774,0.929,0.503
BOOKKEEPER,1,ibk,best first,no sampling,sensitive learning,804,1,1,83,0.988,0.988,0.998,0.987
BOOKKEEPER,2,random forest,best first,no sampling,sensitive learning,797,43,23,107,0.713,0.823,0.926,0.725
BOOKKEEPER,2,naive bayes,best first,no sampling,sensitive learning,754,86,64,66,0.434,0.508,0.857,0.378
BOOKKEEPER,2,ibk,best first,no sampling,sensitive learning,799,41,24,106,0.721,0.815,0.944,0.726
BOOKKEEPER,3,random forest,best first,no sampling,sensitive learning,790,48,4,128,0.727,0.970,0.993,0.800
BOOKKEEPER,3,naive bayes,best first,no sampling,sensitive learning,751,87,64,68,0.439,0.515,0.862,0.383
BOOKKEEPER,3,ibk,best first,no sampling,sensitive learning,796,42,3,129,0.754,0.977,0.994,0.825
BOOKKEEPER,4,random forest,best first,no sampling,sensitive learning,810,45,17,153,0.773,0.900,0.971,0.795
BOOKKEEPER,4,naive bayes,best first,no sampling,sensitive learning,738,117,76,94,0.445,0.553,0.882,0.379
BOOKKEEPER,4,ibk,best first,no sampling,sensitive learning,810,45,22,148,0.767,0.871,0.972,0.776
BOOKKEEPER,5,random forest,best first,no sampling,sensitive learning,791,64,3,172,0.729,0.983,0.988,0.797
BOOKKEEPER,5,naive bayes,best first,no sampling,sensitive learning,737,118,75,100,0.459,0.571,0.885,0.395
BOOKKEEPER,5,ibk,best first,no sampling,sensitive learning,799,56,5,170,0.752,0.971,0.986,0.812
BOOKKEEPER,6,random forest,best first,no sampling,sensitive learning,799,155,6,94,0.378,0.940,0.929,0.466
BOOKKEEPER,6,naive bayes,best first,no sampling,sensitive learning,792,162,39,61,0.274,0.610,0.881,0.284
BOOKKEEPER,6,ibk,best first,no sampling,sensitive learning,806,148,6,94,0.388,0.940,0.916,0.480
BOOKKEEPER,7,random forest,best first,no sampling,sensitive learning,811,250,3,46,0.155,0.939,0.911,0.207
BOOKKEEPER,7,naive bayes,best first,no sampling,sensitive learning,842,219,24,25,0.102,0.510,0.800,0.105
BOOKKEEPER,7,ibk,best first,no sampling,sensitive learning,832,229,4,45,0.164,0.918,0.897,0.220
BOOKKEEPER,8,random forest,best first,no sampling,sensitive learning,869,196,7,45,0.187,0.865,0.921,0.250
BOOKKEEPER,8,naive bayes,best first,no sampling,sensitive learning,916,149,20,32,0.177,0.615,0.873,0.218
BOOKKEEPER,8,ibk,best first,no sampling,sensitive learning,893,172,10,42,0.196,0.808,0.919,0.260
BOOKKEEPER,9,random forest,best first,no sampling,sensitive learning,1063,211,9,40,0.159,0.816,0.905,0.218
BOOKKEEPER,9,naive bayes,best first,no sampling,sensitive learning,1122,152,13,36,0.191,0.735,0.911,0.260
BOOKKEEPER,9,ibk,best first,no sampling,sensitive learning,1077,197,17,32,0.140,0.653,0.895,0.180
BOOKKEEPER,10,random forest,best first,no sampling,sensitive learning,1214,57,10,50,0.467,0.833,0.961,0.574
BOOKKEEPER,10,naive bayes,best first,no sampling,sensitive learning,1174,97,18,42,0.302,0.700,0.930,0.383
BOOKKEEPER,10,ibk,best first,no sampling,sensitive learning,1160,111,16,44,0.284,0.733,0.924,0.368
BOOKKEEPER,11,random forest,best first,no sampling,sensitive learning,1112,195,23,44,0.184,0.657,0.880,0.229
BOOKKEEPER,11,naive bayes,best first,no sampling,sensitive learning,1109,198,14,53,0.211,0.791,0.909,0.278
BOOKKEEPER,11,ibk,best first,no sampling,sensitive learning,1135,172,25,42,0.196,0.627,0.889,0.243
BOOKKEEPER,12,random forest,best first,no sampling,sensitive learning,1175,131,4,67,0.338,0.944,0.987,0.457
BOOKKEEPER,12,naive bayes,best first,no sampling,sensitive learning,1134,172,16,55,0.242,0.775,0.913,0.315
BOOKKEEPER,12,ibk,best first,no sampling,sensitive learning,1189,117,5,66,0.361,0.930,0.983,0.481
BOOKKEEPER,13,random forest,best first,no sampling,sensitive learning,1177,121,12,68,0.360,0.850,0.964,0.462
BOOKKEEPER,13,naive bayes,best first,no sampling,sensitive learning,1141,157,22,58,0.270,0.725,0.912,0.337
BOOKKEEPER,13,ibk,best first,no sampling,sensitive learning,1176,122,12,68,0.358,0.850,0.965,0.460
BOOKKEEPER,14,random forest,best first,no sampling,sensitive learning,1255,46,12,69,0.600,0.852,0.985,0.682
BOOKKEEPER,14,naive bayes,best first,no sampling,sensitive learning,1181,120,30,51,0.298,0.630,0.893,0.353
BOOKKEEPER,14,ibk,best first,no sampling,sensitive learning,1259,42,10,71,0.628,0.877,0.987,0.712
BOOKKEEPER,15,random forest,best first,no sampling,sensitive learning,1182,140,7,74,0.346,0.914,0.975,0.456
BOOKKEEPER,15,naive bayes,best first,no sampling,sensitive learning,1188,134,25,56,0.295,0.691,0.908,0.362
BOOKKEEPER,15,ibk,best first,no sampling,sensitive learning,1183,139,5,76,0.353,0.938,0.981,0.469
